CustomerID,Gender,Age,Date,Annual Income ($), Spends  ,Average_Spend,Purchase_Frequency,Segment,Work Experience,Family Size
613,Female,74,30/08/2022,101352," 2,815.33 "," 5,146.03 ",36,Lawyer,0,5
614,Female,52,18/03/2022,93947," 1,159.84 "," 5,146.03 ",81,Healthcare,9,2
615,Male,39,21/04/2021,134629," 5,853.43 "," 5,146.03 ",23,Engineer,1,6
616,Male,72,14/02/2021,101858," 1,455.11 "," 5,146.03 ",70,Healthcare,8,6
617,Female,55,10/11/2020,165501," 3,521.30 "," 5,146.03 ",47,Artist,10,4
618,Male,29,29/06/2020,135931," 1,836.91 "," 5,146.03 ",74,Lawyer,5,1
619,Male,38,23/08/2022,103356," 5,167.80 "," 5,146.03 ",20,Marketing,1,6
620,Female,44,14/06/2021,75195, 951.84 ," 5,146.03 ",79,Artist,1,3
621,Male,58,19/06/2020,123083," 2,797.34 "," 5,146.03 ",44,Entertainment,6,5
622,Male,77,26/05/2020,73884," 2,462.80 "," 5,146.03 ",30,Healthcare,1,2
623,Female,56,13/12/2022,91180," 1,494.75 "," 5,146.03 ",61,Entertainment,1,7
624,Male,79,18/03/2020,86235," 1,658.37 "," 5,146.03 ",52,Artist,0,2
625,Female,97,13/01/2020,96400," 24,100.00 "," 5,146.03 ",4,Doctor,1,7
626,Male,78,02/09/2022,83599," 6,966.58 "," 5,146.03 ",12,Healthcare,1,6
627,Female,91,19/03/2022,82535," 1,650.70 "," 5,146.03 ",50,Healthcare,0,1
628,Male,35,12/02/2021,92227," 11,528.38 "," 5,146.03 ",8,Lawyer,0,5
629,Female,43,08/05/2020,150444," 5,572.00 "," 5,146.03 ",27,Artist,13,4
630,Female,37,28/02/2021,149095," 1,796.33 "," 5,146.03 ",83,Lawyer,1,2
631,Male,63,24/09/2021,113605," 2,704.88 "," 5,146.03 ",42,Artist,3,3
632,Female,16,21/03/2020,93854," 1,144.56 "," 5,146.03 ",82,Healthcare,0,7
633,Male,32,19/03/2021,118280," 1,285.65 "," 5,146.03 ",92,Artist,0,5
634,Male,91,20/12/2022,94576," 1,050.84 "," 5,146.03 ",90,Artist,0,1
635,Female,33,08/09/2020,129257," 1,846.53 "," 5,146.03 ",70,Executive,6,3
636,Female,57,27/06/2022,70373," 7,037.30 "," 5,146.03 ",10,Healthcare,2,6
637,Female,43,23/05/2022,77600," 1,175.76 "," 5,146.03 ",66,Healthcare,0,1
638,Female,26,01/05/2022,113707," 1,172.24 "," 5,146.03 ",97,Entertainment,0,5
639,Female,59,15/06/2021,189672," 23,709.00 "," 5,146.03 ",8,Doctor,0,7
640,Female,61,24/05/2020,143180," 2,468.62 "," 5,146.03 ",58,Artist,0,5
641,Female,59,11/07/2021,174890," 12,492.14 "," 5,146.03 ",14,Marketing,3,4
642,Male,66,25/01/2021,121377," 6,388.26 "," 5,146.03 ",19,Marketing,7,7
643,Male,26,18/11/2021,154857," 11,912.08 "," 5,146.03 ",13,Healthcare,0,7
644,Female,67,01/08/2022,160945," 3,155.78 "," 5,146.03 ",51,Healthcare,0,5
645,Female,85,12/11/2022,119557," 3,415.91 "," 5,146.03 ",35,Artist,0,2
646,Female,76,10/07/2020,187141," 5,670.94 "," 5,146.03 ",33,Doctor,0,7
647,Female,57,15/05/2022,97468," 4,430.36 "," 5,146.03 ",22,Artist,0,1
648,Female,77,04/07/2020,160351," 2,082.48 "," 5,146.03 ",77,Lawyer,8,5
649,Female,66,21/12/2020,178627," 1,900.29 "," 5,146.03 ",94,Healthcare,1,2
650,Female,49,25/08/2022,170188," 2,127.35 "," 5,146.03 ",80,Lawyer,1,6
651,Female,36,19/11/2020,166007," 4,150.18 "," 5,146.03 ",40,Doctor,1,4
652,Male,74,26/02/2020,91794," 1,105.95 "," 5,146.03 ",83,Entertainment,0,7
653,Female,16,13/05/2021,189072," 2,198.51 "," 5,146.03 ",86,Artist,6,3
654,Male,27,27/11/2020,152717," 10,181.13 "," 5,146.03 ",15,Executive,1,6
655,Female,3,14/04/2020,158549," 1,617.85 "," 5,146.03 ",98,Executive,0,3
656,Male,31,27/01/2022,134263," 1,428.33 "," 5,146.03 ",94,Marketing,1,3
657,Female,30,07/08/2021,148236," 5,294.14 "," 5,146.03 ",28,Executive,1,1
658,Male,94,01/01/2020,171677," 2,119.47 "," 5,146.03 ",81,Artist,0,6
659,Female,31,04/07/2022,189446," 4,985.42 "," 5,146.03 ",38,Artist,1,6
660,Male,49,15/10/2020,106633," 2,011.94 "," 5,146.03 ",53,Artist,0,3
661,Male,49,30/01/2022,81084," 1,689.25 "," 5,146.03 ",48,Executive,6,5
662,Male,53,07/01/2022,148759," 2,860.75 "," 5,146.03 ",52,Doctor,7,7
663,Female,3,11/04/2020,117638," 1,238.29 "," 5,146.03 ",95,Healthcare,2,7
664,Female,91,02/02/2021,159537," 4,311.81 "," 5,146.03 ",37,Doctor,4,1
665,Male,26,27/03/2022,79526," 13,254.33 "," 5,146.03 ",6,Marketing,9,7
666,Male,28,15/04/2021,101414," 1,584.59 "," 5,146.03 ",64,Marketing,8,1
667,Female,92,08/12/2021,109519," 1,521.10 "," 5,146.03 ",72,Entertainment,1,4
668,Female,59,27/08/2022,156880," 2,241.14 "," 5,146.03 ",70,Artist,0,7
669,Male,15,06/10/2022,157278," 2,711.69 "," 5,146.03 ",58,Artist,0,6
670,Female,23,17/05/2022,144916," 1,725.19 "," 5,146.03 ",84,Engineer,1,7
671,Male,54,17/11/2022,59163, 591.63 ," 5,146.03 ",100,Marketing,3,3
672,Female,93,26/09/2021,93991," 1,918.18 "," 5,146.03 ",49,Artist,1,3
673,Female,65,17/11/2021,58318," 1,295.96 "," 5,146.03 ",45,Doctor,1,1
674,Female,13,30/08/2021,180786," 2,054.39 "," 5,146.03 ",88,Lawyer,1,5
675,Male,71,03/07/2020,84622," 1,880.49 "," 5,146.03 ",45,Doctor,0,6
676,Male,1,11/09/2020,92674," 1,570.75 "," 5,146.03 ",59,Artist,8,4
677,Female,57,01/08/2022,87553, 931.41 ," 5,146.03 ",94,Artist,1,1
678,Male,14,20/05/2022,74174, 938.91 ," 5,146.03 ",79,Entertainment,1,2
679,Female,77,23/09/2022,180831," 5,479.73 "," 5,146.03 ",33,Healthcare,1,2
680,Female,89,13/04/2021,137397," 4,163.55 "," 5,146.03 ",33,Doctor,1,7
681,Male,17,29/05/2021,96154, 961.54 ," 5,146.03 ",100,Artist,1,4
682,Male,86,08/04/2021,172477," 2,499.67 "," 5,146.03 ",69,Entertainment,1,3
683,Male,42,05/08/2020,59954," 1,620.38 "," 5,146.03 ",37,Executive,4,4
684,Female,29,02/08/2020,112240," 1,181.47 "," 5,146.03 ",95,Entertainment,0,4
685,Female,54,02/12/2020,145679," 4,162.26 "," 5,146.03 ",35,Artist,0,2
686,Male,96,25/05/2021,136265," 2,780.92 "," 5,146.03 ",49,Artist,12,5
687,Female,58,02/05/2021,74869," 6,239.08 "," 5,146.03 ",12,Healthcare,0,3
688,Female,52,05/04/2022,109425," 2,378.80 "," 5,146.03 ",46,Engineer,0,1
689,Female,3,21/08/2021,126015," 2,210.79 "," 5,146.03 ",57,Healthcare,0,1
690,Female,13,30/10/2022,156951," 2,378.05 "," 5,146.03 ",66,Healthcare,4,7
691,Female,3,12/06/2022,127172," 1,870.18 "," 5,146.03 ",68,Healthcare,1,2
692,Male,89,25/11/2022,113834," 5,174.27 "," 5,146.03 ",22,Doctor,0,3
693,Male,83,11/05/2022,132005," 66,002.50 "," 5,146.03 ",2,Entertainment,0,5
694,Female,80,09/10/2021,171323," 2,196.45 "," 5,146.03 ",78,Lawyer,10,4
695,Female,74,24/10/2022,92355," 1,061.55 "," 5,146.03 ",87,Entertainment,1,4
696,Male,42,24/04/2020,60982," 20,327.33 "," 5,146.03 ",3,Healthcare,0,5
697,Female,91,29/02/2020,51742," 1,567.94 "," 5,146.03 ",33,Artist,8,3
698,Female,31,31/12/2020,138612," 1,952.28 "," 5,146.03 ",71,Executive,9,2
699,Male,8,13/05/2022,158123," 1,882.42 "," 5,146.03 ",84,Artist,1,1
700,Male,64,16/11/2020,164675," 2,533.46 "," 5,146.03 ",65,Executive,0,5
701,Female,41,19/04/2021,172882," 6,403.04 "," 5,146.03 ",27,Healthcare,8,7
702,Female,62,19/11/2021,70119, 753.97 ," 5,146.03 ",93,Artist,0,1
703,Male,41,03/05/2022,113998," 4,384.54 "," 5,146.03 ",26,Healthcare,7,7
704,Male,22,28/09/2020,114011," 2,850.28 "," 5,146.03 ",40,Healthcare,5,7
705,Male,5,04/06/2021,57265, 643.43 ," 5,146.03 ",89,Entertainment,7,7
706,Female,38,09/05/2021,130597," 65,298.50 "," 5,146.03 ",2,Artist,6,1
707,Female,88,06/10/2022,121597," 17,371.00 "," 5,146.03 ",7,Engineer,0,5
708,Male,56,22/03/2021,103210," 1,032.10 "," 5,146.03 ",100,Artist,6,6
709,Male,47,27/02/2021,66308," 8,288.50 "," 5,146.03 ",8,Executive,0,4
710,Male,4,16/03/2021,141336," 1,519.74 "," 5,146.03 ",93,Homemaker,2,1
711,Male,82,09/04/2021,153632," 2,021.47 "," 5,146.03 ",76,Entertainment,9,7
712,Female,31,17/07/2021,65520, 922.82 ," 5,146.03 ",71,Lawyer,1,2
713,Female,69,16/07/2021,153217," 1,845.99 "," 5,146.03 ",83,Healthcare,1,6
714,Male,62,07/11/2020,92768," 1,236.91 "," 5,146.03 ",75,Doctor,1,1
715,Female,54,05/06/2020,132345," 13,234.50 "," 5,146.03 ",10,Artist,0,2
716,Female,60,01/09/2022,186069," 3,797.33 "," 5,146.03 ",49,Marketing,1,2
717,Female,31,20/09/2021,53802," 1,681.31 "," 5,146.03 ",32,Artist,1,7
718,Female,17,28/10/2021,103739," 1,673.21 "," 5,146.03 ",62,Healthcare,6,4
719,Female,15,21/11/2022,50550," 1,486.76 "," 5,146.03 ",34,Healthcare,9,7
720,Female,37,17/09/2021,145648," 6,935.62 "," 5,146.03 ",21,Healthcare,7,6
721,Male,36,17/01/2021,85737," 2,317.22 "," 5,146.03 ",37,Executive,0,3
722,Female,27,31/12/2021,99950," 4,997.50 "," 5,146.03 ",20,Entertainment,0,4
723,Female,11,09/01/2020,83220," 3,962.86 "," 5,146.03 ",21,Engineer,7,4
724,Male,83,13/08/2021,73410," 1,468.20 "," 5,146.03 ",50,Entertainment,8,5
725,Female,71,08/07/2021,64310," 1,495.58 "," 5,146.03 ",43,Marketing,2,1
726,Female,20,19/10/2021,59844, 757.52 ," 5,146.03 ",79,Doctor,0,1
727,Male,3,11/10/2020,67787," 67,787.00 "," 5,146.03 ",1,Executive,1,6
728,Male,52,29/01/2022,172841," 43,210.25 "," 5,146.03 ",4,Engineer,0,1
729,Male,75,18/02/2020,145528," 2,385.70 "," 5,146.03 ",61,Healthcare,1,2
730,Male,36,22/11/2020,173807," 4,138.26 "," 5,146.03 ",42,Artist,0,2
731,Male,60,26/06/2020,185794," 2,692.67 "," 5,146.03 ",69,Entertainment,7,1
732,Male,8,25/06/2021,119780," 1,687.04 "," 5,146.03 ",71,Healthcare,1,3
733,Female,9,25/09/2021,158596," 1,844.14 "," 5,146.03 ",86,Artist,1,2
734,Female,41,15/10/2022,118122," 2,271.58 "," 5,146.03 ",52,Entertainment,0,6
735,Male,38,25/06/2020,99964," 9,087.64 "," 5,146.03 ",11,Healthcare,7,4
736,Female,69,17/11/2020,120752," 4,472.30 "," 5,146.03 ",27,Executive,1,6
737,Female,33,15/01/2022,189630," 3,577.92 "," 5,146.03 ",53,Executive,5,5
738,Male,64,06/12/2021,125510," 20,918.33 "," 5,146.03 ",6,Healthcare,3,3
739,Male,19,21/11/2022,101799," 2,077.53 "," 5,146.03 ",49,Engineer,1,1
740,Female,88,04/07/2022,92914," 1,255.59 "," 5,146.03 ",74,Artist,0,3
741,Female,91,07/08/2020,162465," 2,753.64 "," 5,146.03 ",59,Engineer,9,3
742,Male,84,06/07/2022,163818," 6,067.33 "," 5,146.03 ",27,Engineer,2,1
743,Female,43,01/03/2021,53832, 961.29 ," 5,146.03 ",56,Entertainment,4,1
744,Female,30,07/12/2020,140190," 2,861.02 "," 5,146.03 ",49,Engineer,1,4
745,Male,16,07/04/2022,125836," 1,823.71 "," 5,146.03 ",69,Healthcare,1,4
746,Male,89,24/09/2020,100938," 3,738.44 "," 5,146.03 ",27,Entertainment,0,7
747,Male,5,29/08/2021,168670," 4,558.65 "," 5,146.03 ",37,Artist,1,3
748,Female,54,04/11/2021,176885," 17,688.50 "," 5,146.03 ",10,Entertainment,0,3
749,Female,41,29/12/2021,111174," 3,970.50 "," 5,146.03 ",28,Artist,4,5
750,Male,80,21/03/2022,127335," 1,312.73 "," 5,146.03 ",97,Artist,6,6
751,Male,37,20/11/2021,149103," 49,701.00 "," 5,146.03 ",3,Healthcare,10,1
752,Male,87,26/10/2020,167705," 5,409.84 "," 5,146.03 ",31,Healthcare,0,7
753,Female,50,13/01/2021,183548," 2,159.39 "," 5,146.03 ",85,Entertainment,1,4
754,Female,14,29/12/2022,50396," 1,095.57 "," 5,146.03 ",46,Lawyer,0,6
755,Female,17,20/11/2020,63557," 21,185.67 "," 5,146.03 ",3,Marketing,1,1
756,Female,98,03/05/2022,87878," 1,597.78 "," 5,146.03 ",55,Artist,1,6
757,Male,3,18/01/2021,55634," 1,049.70 "," 5,146.03 ",53,Engineer,8,3
758,Female,83,06/06/2022,118110," 4,542.69 "," 5,146.03 ",26,Engineer,1,5
759,Male,13,07/06/2020,129396," 3,594.33 "," 5,146.03 ",36,Artist,6,6
760,Female,46,18/05/2021,62628, 978.56 ," 5,146.03 ",64,Entertainment,8,6
761,Female,25,01/11/2020,51700," 3,041.18 "," 5,146.03 ",17,Healthcare,4,6
762,Female,4,22/01/2022,106816," 2,179.92 "," 5,146.03 ",49,Artist,7,5
763,Male,64,16/03/2021,93000," 1,388.06 "," 5,146.03 ",67,Lawyer,0,2
764,Female,84,16/06/2022,144148," 2,030.25 "," 5,146.03 ",71,Doctor,1,4
765,Male,12,24/01/2020,101388," 1,126.53 "," 5,146.03 ",90,Artist,0,2
766,Female,56,09/11/2020,171560," 2,199.49 "," 5,146.03 ",78,Engineer,0,2
767,Male,58,25/08/2021,156366," 2,606.10 "," 5,146.03 ",60,Entertainment,8,1
768,Female,0,15/09/2022,143910," 6,541.36 "," 5,146.03 ",22,Marketing,1,7
769,Female,25,05/11/2022,106569," 1,268.68 "," 5,146.03 ",84,Engineer,1,3
770,Male,28,15/01/2021,173009," 6,920.36 "," 5,146.03 ",25,Healthcare,9,6
771,Male,78,13/02/2022,54252," 1,870.76 "," 5,146.03 ",29,Engineer,0,5
772,Male,56,30/04/2020,104600," 1,835.09 "," 5,146.03 ",57,Entertainment,6,3
773,Male,91,26/01/2020,50250, 930.56 ," 5,146.03 ",54,Artist,0,2
774,Male,77,03/05/2021,93242," 1,110.02 "," 5,146.03 ",84,Entertainment,0,7
775,Female,83,30/01/2021,156839," 4,127.34 "," 5,146.03 ",38,Artist,3,7
776,Female,64,10/01/2020,71305," 1,828.33 "," 5,146.03 ",39,Artist,9,2
777,Male,19,07/04/2021,85975," 1,177.74 "," 5,146.03 ",73,Entertainment,0,6
778,Male,94,16/12/2021,188107," 3,617.44 "," 5,146.03 ",52,Engineer,10,2
779,Male,19,16/08/2020,82333," 2,352.37 "," 5,146.03 ",35,Marketing,1,2
780,Male,84,03/12/2022,125016," 5,000.64 "," 5,146.03 ",25,Entertainment,1,7
781,Female,10,12/10/2021,148908," 14,890.80 "," 5,146.03 ",10,Healthcare,2,3
782,Female,19,08/06/2020,58217, 831.67 ," 5,146.03 ",70,Artist,0,1
783,Male,74,16/04/2022,76521," 2,638.66 "," 5,146.03 ",29,Engineer,7,4
784,Female,95,25/09/2022,117763," 2,803.88 "," 5,146.03 ",42,Artist,1,2
785,Female,34,08/03/2020,115184," 1,238.54 "," 5,146.03 ",93,Homemaker,1,4
786,Male,30,27/04/2020,54251," 7,750.14 "," 5,146.03 ",7,Artist,2,6
787,Female,53,04/11/2021,112530," 4,688.75 "," 5,146.03 ",24,Entertainment,2,6
788,Male,67,22/03/2022,107409," 53,704.50 "," 5,146.03 ",2,Artist,1,6
789,Female,23,06/08/2021,84793," 3,686.65 "," 5,146.03 ",23,Homemaker,9,6
790,Female,25,28/08/2020,66952, 847.49 ," 5,146.03 ",79,Entertainment,1,2
791,Female,84,26/04/2022,153465," 13,951.36 "," 5,146.03 ",11,Lawyer,1,4
792,Female,1,14/08/2021,178214," 10,483.18 "," 5,146.03 ",17,Artist,1,7
793,Male,70,22/12/2022,152069," 3,620.69 "," 5,146.03 ",42,Entertainment,4,4
794,Female,56,12/06/2022,132860," 7,815.29 "," 5,146.03 ",17,Healthcare,7,2
795,Female,0,25/01/2022,147719," 1,717.66 "," 5,146.03 ",86,Lawyer,1,7
796,Female,91,25/11/2022,172915," 5,962.59 "," 5,146.03 ",29,Doctor,9,1
797,Female,81,19/06/2022,148594," 5,123.93 "," 5,146.03 ",29,Entertainment,3,5
798,Male,33,31/07/2020,61986, 805.01 ," 5,146.03 ",77,Executive,0,1
799,Male,75,13/01/2021,91456," 7,035.08 "," 5,146.03 ",13,Artist,1,4
800,Male,11,12/10/2021,166247," 1,979.13 "," 5,146.03 ",84,Executive,1,2
801,Female,61,20/12/2021,140516," 2,810.32 "," 5,146.03 ",50,Artist,0,3
802,Male,81,11/11/2021,148208," 4,116.89 "," 5,146.03 ",36,Artist,5,7
803,Female,62,21/10/2021,133822," 1,715.67 "," 5,146.03 ",78,Marketing,0,4
804,Female,44,02/01/2022,175424," 5,482.00 "," 5,146.03 ",32,Artist,4,5
805,Female,67,13/02/2020,121528," 1,320.96 "," 5,146.03 ",92,Healthcare,8,4
806,Female,30,02/11/2020,189369," 2,744.48 "," 5,146.03 ",69,Healthcare,0,3
807,Female,92,15/10/2021,80808," 3,108.00 "," 5,146.03 ",26,Artist,1,1
808,Male,25,08/05/2022,57535, 684.94 ," 5,146.03 ",84,Entertainment,1,7
809,Female,61,11/04/2020,163509," 3,206.06 "," 5,146.03 ",51,Healthcare,0,4
810,Female,72,24/04/2022,75884," 1,331.30 "," 5,146.03 ",57,Executive,0,7
811,Female,89,24/02/2021,157759," 3,033.83 "," 5,146.03 ",52,Artist,1,6
812,Female,37,12/01/2021,184813," 4,200.30 "," 5,146.03 ",44,Executive,0,2
813,Male,59,04/09/2020,187253," 3,671.63 "," 5,146.03 ",51,Executive,8,7
814,Male,41,05/02/2022,81718," 2,269.94 "," 5,146.03 ",36,Entertainment,1,3
815,Male,60,24/07/2020,150019," 4,054.57 "," 5,146.03 ",37,Doctor,1,2
816,Female,81,24/07/2021,53452, 732.22 ," 5,146.03 ",73,Entertainment,1,6
817,Male,85,10/08/2021,150765," 3,589.64 "," 5,146.03 ",42,Homemaker,8,2
818,Female,91,06/03/2021,154456," 2,175.44 "," 5,146.03 ",71,Homemaker,0,7
819,Female,65,21/03/2021,56647," 4,720.58 "," 5,146.03 ",12,Doctor,6,4
820,Female,19,07/05/2022,117477," 2,447.44 "," 5,146.03 ",48,Healthcare,6,7
821,Female,78,03/02/2021,79677," 8,853.00 "," 5,146.03 ",9,Artist,10,7
822,Female,0,22/12/2022,116759," 4,169.96 "," 5,146.03 ",28,Marketing,7,3
823,Male,26,25/05/2022,180702," 8,604.86 "," 5,146.03 ",21,Entertainment,6,1
824,Female,2,20/05/2020,122698," 1,226.98 "," 5,146.03 ",100,Entertainment,8,1
825,Female,60,12/12/2021,169346," 3,079.02 "," 5,146.03 ",55,Healthcare,7,2
826,Female,67,09/11/2020,93176," 3,727.04 "," 5,146.03 ",25,Artist,4,1
827,Female,4,16/01/2021,75853," 1,896.33 "," 5,146.03 ",40,Homemaker,4,5
828,Male,7,13/03/2020,119362," 2,057.97 "," 5,146.03 ",58,Engineer,8,1
829,Male,28,15/03/2022,81545," 2,265.14 "," 5,146.03 ",36,Artist,4,7
830,Male,67,24/11/2021,67372, 898.29 ," 5,146.03 ",75,Artist,0,7
831,Female,30,06/09/2021,109703," 1,798.41 "," 5,146.03 ",61,Executive,1,1
832,Male,38,06/10/2021,166697," 4,274.28 "," 5,146.03 ",39,Marketing,13,4
833,Female,40,30/09/2021,124982," 3,675.94 "," 5,146.03 ",34,Engineer,1,7
834,Female,6,10/07/2021,146776," 1,768.39 "," 5,146.03 ",83,Lawyer,1,7
835,Female,3,24/08/2021,147548," 3,278.84 "," 5,146.03 ",45,Executive,4,5
836,Female,51,27/07/2020,117620," 1,960.33 "," 5,146.03 ",60,Healthcare,7,6
837,Male,63,07/07/2021,85351," 1,497.39 "," 5,146.03 ",57,Healthcare,0,2
838,Male,65,31/03/2020,174432," 21,804.00 "," 5,146.03 ",8,Artist,0,7
839,Male,44,04/01/2020,70787," 1,040.99 "," 5,146.03 ",68,Doctor,1,3
840,Female,90,01/12/2020,75473," 1,197.98 "," 5,146.03 ",63,Healthcare,0,7
841,Male,76,01/04/2021,90082," 1,838.41 "," 5,146.03 ",49,Healthcare,1,6
842,Female,62,03/04/2022,185388," 3,433.11 "," 5,146.03 ",54,Healthcare,0,2
843,Female,5,17/11/2021,168110," 2,436.38 "," 5,146.03 ",69,Doctor,14,6
844,Female,67,28/05/2020,184628," 4,858.63 "," 5,146.03 ",38,Artist,12,2
845,Female,38,02/07/2020,176551," 3,923.36 "," 5,146.03 ",45,Healthcare,8,1
846,Female,31,27/10/2022,76422," 3,639.14 "," 5,146.03 ",21,Healthcare,9,7
847,Male,2,01/05/2022,164248," 3,220.55 "," 5,146.03 ",51,Entertainment,9,3
848,Female,82,01/06/2022,109188," 2,873.37 "," 5,146.03 ",38,Lawyer,5,7
849,Female,66,19/10/2020,132951," 5,113.50 "," 5,146.03 ",26,Healthcare,4,1
850,Female,75,03/07/2020,164598," 5,143.69 "," 5,146.03 ",32,Healthcare,8,1
851,Male,69,20/06/2022,186655," 5,832.97 "," 5,146.03 ",32,Healthcare,7,2
852,Female,62,15/04/2020,111859," 1,300.69 "," 5,146.03 ",86,Healthcare,6,1
853,Female,0,25/10/2021,121926," 2,973.80 "," 5,146.03 ",41,Lawyer,7,1
854,Female,11,11/12/2020,143047," 3,405.88 "," 5,146.03 ",42,Executive,1,3
855,Female,22,09/12/2021,131748," 5,728.17 "," 5,146.03 ",23,Artist,1,3
856,Male,76,14/04/2022,142801," 6,208.74 "," 5,146.03 ",23,Lawyer,0,1
857,Male,85,08/10/2022,142723," 3,102.67 "," 5,146.03 ",46,Engineer,0,6
858,Male,21,14/10/2022,155151," 9,696.94 "," 5,146.03 ",16,Marketing,14,3
859,Female,64,21/02/2021,153607," 3,200.15 "," 5,146.03 ",48,Healthcare,1,4
860,Male,94,24/11/2020,144192," 4,240.94 "," 5,146.03 ",34,Healthcare,0,3
861,Female,83,16/05/2020,174159," 7,916.32 "," 5,146.03 ",22,Lawyer,4,4
862,Female,93,08/07/2020,73642," 1,472.84 "," 5,146.03 ",50,Marketing,0,3
863,Female,12,02/01/2021,170319," 3,702.59 "," 5,146.03 ",46,Artist,8,7
864,Female,0,13/12/2022,141351," 14,135.10 "," 5,146.03 ",10,Engineer,0,2
865,Female,79,27/08/2022,167411," 18,601.22 "," 5,146.03 ",9,Marketing,12,5
866,Male,90,23/09/2022,58289," 1,189.57 "," 5,146.03 ",49,Artist,5,6
867,Female,45,20/09/2020,79801," 1,036.38 "," 5,146.03 ",77,Doctor,0,2
868,Female,82,16/05/2020,146118," 2,809.96 "," 5,146.03 ",52,Marketing,8,7
869,Female,57,11/02/2022,57337," 4,095.50 "," 5,146.03 ",14,Healthcare,1,4
870,Female,43,08/04/2021,113575," 18,929.17 "," 5,146.03 ",6,Entertainment,1,2
871,Male,63,02/04/2020,122658," 1,887.05 "," 5,146.03 ",65,Engineer,6,2
872,Female,62,05/03/2020,151836," 11,679.69 "," 5,146.03 ",13,Artist,0,6
873,Female,43,21/07/2022,185900," 2,323.75 "," 5,146.03 ",80,Homemaker,9,4
874,Female,34,01/01/2020,94029, 959.48 ," 5,146.03 ",98,Healthcare,1,4
875,Female,30,09/09/2021,157290," 7,149.55 "," 5,146.03 ",22,Artist,2,2
876,Male,97,04/12/2020,175996," 4,190.38 "," 5,146.03 ",42,Entertainment,10,4
877,Male,68,22/08/2020,102016," 2,757.19 "," 5,146.03 ",37,Artist,0,4
878,Male,16,30/07/2021,77902," 1,162.72 "," 5,146.03 ",67,Artist,1,2
879,Female,15,19/02/2022,81138, 943.47 ," 5,146.03 ",86,Healthcare,9,7
880,Male,25,12/04/2021,128258," 2,672.04 "," 5,146.03 ",48,Executive,0,2
881,Female,29,13/03/2020,62475," 2,603.13 "," 5,146.03 ",24,Artist,6,4
882,Female,85,11/05/2022,82854," 1,104.72 "," 5,146.03 ",75,Artist,6,4
883,Female,30,28/08/2020,59284," 1,560.11 "," 5,146.03 ",38,Doctor,7,7
884,Female,13,10/08/2021,141580," 1,538.91 "," 5,146.03 ",92,Healthcare,0,4
885,Female,88,10/03/2020,171362," 1,904.02 "," 5,146.03 ",90,Executive,6,4
886,Male,5,22/07/2020,78274," 1,204.22 "," 5,146.03 ",65,Artist,9,2
887,Female,95,05/08/2020,76646," 1,256.49 "," 5,146.03 ",61,Artist,0,1
888,Female,92,01/03/2021,78308," 1,186.48 "," 5,146.03 ",66,Executive,5,2
889,Female,63,24/09/2022,78971, 887.31 ," 5,146.03 ",89,Engineer,1,2
890,Female,75,31/07/2022,65528, 897.64 ," 5,146.03 ",73,Marketing,1,5
891,Male,67,21/11/2022,94199," 1,326.75 "," 5,146.03 ",71,Artist,5,7
892,Female,58,28/08/2021,135705," 2,827.19 "," 5,146.03 ",48,Engineer,8,7
893,Male,52,16/04/2022,130573," 4,212.03 "," 5,146.03 ",31,Entertainment,8,3
894,Female,85,08/09/2021,152303," 2,239.75 "," 5,146.03 ",68,Artist,1,5
895,Female,31,26/09/2020,144582," 1,624.52 "," 5,146.03 ",89,Doctor,1,1
896,Female,84,28/10/2020,93288," 1,554.80 "," 5,146.03 ",60,Artist,10,6
897,Female,93,18/01/2021,88192," 29,397.33 "," 5,146.03 ",3,Marketing,10,2
898,Male,18,04/06/2022,62362, 769.90 ," 5,146.03 ",81,Lawyer,7,3
899,Male,73,05/10/2021,74350," 1,906.41 "," 5,146.03 ",39,Lawyer,10,1
900,Male,3,11/06/2021,144103," 3,431.02 "," 5,146.03 ",42,Healthcare,8,7
901,Male,1,09/07/2020,75518," 4,442.24 "," 5,146.03 ",17,Lawyer,7,3
902,Male,53,15/03/2020,160980," 2,596.45 "," 5,146.03 ",62,Doctor,4,2
903,Female,75,03/03/2020,102904," 3,675.14 "," 5,146.03 ",28,Artist,7,6
904,Female,15,15/08/2020,174501," 4,716.24 "," 5,146.03 ",37,Artist,9,7
905,Female,47,20/09/2020,157661," 2,765.98 "," 5,146.03 ",57,Healthcare,6,6
906,Female,66,01/05/2022,118385," 14,798.13 "," 5,146.03 ",8,Healthcare,10,3
907,Female,17,28/10/2021,116463," 1,164.63 "," 5,146.03 ",100,Artist,8,4
908,Female,1,27/07/2021,161212," 11,515.14 "," 5,146.03 ",14,Artist,9,6
909,Male,16,15/01/2022,172601," 3,452.02 "," 5,146.03 ",50,Marketing,4,6
910,Female,52,12/09/2020,167214," 1,778.87 "," 5,146.03 ",94,Homemaker,8,7
911,Male,21,03/06/2020,69644," 3,665.47 "," 5,146.03 ",19,Artist,5,1
912,Female,19,28/02/2021,120215," 2,613.37 "," 5,146.03 ",46,Homemaker,7,2
913,Female,29,02/11/2022,180401," 7,843.52 "," 5,146.03 ",23,Engineer,7,6
914,Female,40,10/08/2021,113739," 1,223.00 "," 5,146.03 ",93,Artist,5,7
915,Male,76,19/12/2022,111717," 2,724.80 "," 5,146.03 ",41,Healthcare,1,2
